ID	bias
z8eQOjoItuLWjt9d	2
32OKPzbdLMCSTRph	2
o8P00ntRFaRFhzz6	2
hdnr3wEnuMNJFXaS	0
FmMfmziwGlVbtk9E	2
SiolZn1PNvkBxEvA	1
GO5kVsBPVjjnnA7u	0
yrXzfeof9hPdG3dh	2
gd3sWAYtdrBjxZmZ	1
avrxjBkxlPvOhcAB	2
kD9mvj9EgrAkJFfq	1
oMZlbIAEUOTMkMU5	2
wUizFQt5XENYh7B3	0
xNoliD5jevnQku1p	2
3b0LbjY5M85iBUDX	1
epFuwlxwRQYileSM	2
qPsnLDLurGpKWtyr	1
8tZETSRWTnsx9vRK	1
THBUNA5OxdWUo7ha	0
dQEVS2hp95Xg5K9F	0
00vmhTQoUNiL1NvP	0
urokcFnJ0iqmfEtP	0
Sq9nQcty9kgMzh6j	2
PiyAWMnsUhOwuOg0	0
yFJCCJBiONOGkHWQ	1
HIBZLguGxz7oMtdW	0
J8sATaCJEn3VwK4F	0
kzjZEerTvoM7iT8k	1
0GvTiHelWgDGLIm9	0
WZ6GMz978pu6SVXp	0
Ovnt77h6NPAqqGmz	1
oSY8RgAidjKCSle7	1
2Tz6bMBkn2kCGLej	1
DTsufizsJVsmDdVP	0
SM1mfUeLoTAlBM85	2
Me2WhL2ICDXoeWzi	0
B7qDQgmxjuTL97B4	0
tuRFhpRxSRFtd7Uw	2
dZB2Zw1oAESsyAJq	0
B4nO61AkzJMu0e4D	2
7bsAYf4brt8fjHeG	1
sPBoXgWK09HzhJ1K	0
CGcF8tcAIvKNF1AC	1
tludFJr07IjCqNhN	0
q48TKBveC4F0J7co	2
aYm6hV8g5dwHqN6U	0
VcGI5oGyf8UlTSsv	2
vG7TcDtUA5HGiSDe	1
lJuRIdmK7RCVAbpU	1
laCFTXnIfVcvh9m5	1
9tzh0lE9oGp2sT0j	2
xONuDZiThwT9yObS	1
km6g1sgMjvlrchT2	0
kZfBSqUfG4BOdYpm	1
N7QX81vmkGNJXlN1	1
vFPbKuV9eVwiseda	2
g41hNKC1q1roNL8y	2
hKBes7bCXVzicGpN	0
nuzfeKjTusKHOzBY	2
RBLoNZiJL8jWjb1h	1
ewCHu9Wfy9LGeJOb	2
Raaw3bi957EcdwDF	0
IkK8ElKnDSQPZ93O	0
iihsUhxh9sa6bVAt	2
tI2be6FUoVjKXvli	2
tCg5lmVqe4QqjoOV	0
m9PTiwJ9cKFQ19C7	1
Pc7Oa3k9eyXwWrqn	2
DVKZsbq74IF9A8pT	1
BxizFvfau37MCMz3	1
jzyaNKkA4SVCbg3l	1
GCDh7IXVBxWlL1Q1	1
Kkee1PGacYMGbwc7	2
VuROso9RpOeGkyvI	1
Cw2KYNZy7OHOuQ3c	0
8tZYMJM9KciN115B	2
kCwCC03l0HegfwmX	2
RuxnN7WLaFso40V6	2
Si99vBD5kNa32Wl2	0
rY7Ll4HYFwe5J3RD	2
eJGS0p5kHjVgBOk2	1
vDlcFA8AOBbUvqF3	0
w7ANvoSW8dxbdpB9	1
5D4wtDnS0f4mKlpV	1
POzGcDxL75xA11tN	2
8CbQ443qHwlI9eUH	1
EzbPcF0yuYLv3bcq	1
m7jRjSGQwb22tBri	1
f7s9ZyEPsQl6Q0C1	1
