ID	bias
88LQYCCfk5Yh1ZSc	0
imUmNNGZJBhz6Ocq	2
cDfnlte2hj3KETeX	2
W3VE8U5av8tkTD9g	2
SoQ3inxDuJLsnenW	2
3GxScjwSlIqM8DSs	1
Xu1tVlAFUAHTmkM0	0
qhmTcEIBeguKd4Ns	1
R5tXmlm1fttp5c7Q	2
s0v3ZUkmTdeP8gZS	0
4jTmAhxb6SfhLZXd	2
hHA9twtkIcslwt4l	2
fQAvIxy7DWdampqO	2
dP1XqelKut2cN9hS	0
Z21BEGomNnsfBbbW	2
pTgQjpamyuG6XxVE	2
ZmC6O6rwNhMDYGkQ	0
qnHXVL4Nyr6mD93t	1
Bvg09FFHWSqzhttS	2
dM1NwTc1Sj8XtN4W	1
mEbfBwpRHLZWiS5e	2
cpv65B32jOexTeUJ	1
UyOALOHKUOPnwsZM	2
7xiWphU7sHy6qgMo	1
HNyIQwxldKgFt2kt	1
uzs3hch8yqrlljEm	2
5sydExjWc4bE240v	2
TAFPo7AgSdpdrptF	0
4JcNJub6SPrKSOeO	0
QTOMRCc3ZbyWd8iz	0
Rw54eYPLkIjA3AtP	0
hJkH1acOqBlg52j2	1
Mdqv6OYWoXSBMSR3	1
pl6gNGEQyWL4tzDR	0
qrPmjrySJK2QYWCR	2
XJrBGkbNFI0nfbLL	0
6Hhel9nkgEELVDqp	2
EZXgCPZyrUSSVUuJ	1
2JHIZCqUEOpZ6dzW	1
8hNQbnwlg6nSKmOb	2
hTyKyBZegurQysuO	0
3Abt31jASbQKWsOw	1
gHPPhkaWts8ZsPSl	1
7w8Ya8zw1ut6h99H	2
HGsrVszmfbQuP1Ym	0
EGcHUt4jqo8duHd8	1
pk7E2EVyx4JhOj4r	2
4Tk2mWRREJU9doK1	1
ScJNLLTd4d0z2sQk	1
aK5ZvWSrp8Vldb8h	2
ww8yijS6q3wf4gUA	0
zo02Nf2cnexMkj5j	1
lxjSdVpWS40wUwka	0
Tg1nLChMtW0Uz6gE	1
xUk6rflYISaAXVw7	0
1JI3sukL6FKiQINz	0
PrvLitvifVMQngSF	0
unzw4cQoVAwr5Vab	1
PYef2Y9N1mZI9RsK	2
TTbfwzEnrEzwl73I	0
O6qSTvL2EJbpv5pB	0
2EnrFEuayhupbFX0	1
jGgHpbemqQXlBDeQ	0
aDXaucBITOvKX6Sl	2
7veaVdTr9rE0Bblm	2
8D2z4YcZnSijZ3qT	2
t6GLYueNzT3xSum8	0
LtL6OUPqqPnQ6dCr	2
RM8SqRVEkP7ubsy3	1
EXvz3qWl40RoE9SE	2
fhF8ofoP81BUeQsc	2
cBQk9hBG0EpmE7ga	1
lioJSsnMDEiz0RJC	0
tCRI1AJkw80Ge0dO	2
NBwpcBTbGxZnUaca	1
x1CCBf2TnJgWWYyn	0
Nmsfg4sNlSHEZC9P	2
Hb81eGi0WTFkJbqV	0
6pzxL8HYuOcU17YY	2
AITbBiCE8J0EhERB	0
eJU1UR8yDnZ8ACK8	2
4jxeH55kpqFJ42dV	1
Qb40Jbf5Py7NVAoE	2
Si8ROkZkuQMl7RMU	2
4LPXTnEyaidWZPtq	1
XC96XDVBOlNnIZba	0
dkPnxja4nO2Bt9Q5	0
U6RTLEAiXNAT8ByV	0
Vr4P87Lb4kptmZgX	2
eJ9c3zDBghHOAHip	2
aW14IUnRXnNWqQmc	0
0fNmgdGrH1mxCyRj	2
F7Pe13WDWyRQ9TfH	1
EP53yTaDMp5f9y7c	2
iYnPSkOGS9i4fSgm	0
yzk79wkTaj2fWdoJ	2
0IwDPanAV5vjp7nj	0
njqoMl6CGTUYIHcP	2
pIYf8Afe4aQMAk4w	1
O7YTP5IxKe66qQqj	2
dlkMyJphU9I1lzXQ	1
HWW8vm94wxQR2h6E	1
w6JLqOQauB7mKFx2	1
adN3AVSglHiLcQPI	2
301vC5tpUx2Od2pp	1
RPxpXGzipYRNNayR	1
kdKPLGIzxVtoN5o4	2
aIbpSZyikpu2Etlu	1
2nMUef0DRR2K6OQJ	0
gVZiNUsuk0sjLU1V	2
TBVWSIJaqzFhBoTD	2
G1Mdi3fjKbsXO1i0	1
VkvlXi6UljJQhn6U	0
7xZa2RCB5APPcHPs	1
QhkFKIItCCLQgKQH	0
TJciBrUgZUoqFT9V	2
2GxnOkdFEFBMoTC1	1
WzQsLhHjbpDn5Cp4	1
i2f9zUfmz29toofA	2
Bp5UIWpcbCq5LTid	0
b0Zm7VRZk3NYyxgm	1
84pkVVUFtvOjNBV8	0
OBwfbok8ThL1fxK1	0
e6BnbJcT4UZDk653	1
KPQhuDk0rwHpMin1	0
E0wCF3yqS25FB6XF	2
PBvl1pSou4XTx3Ej	0
kKDee7wnGD1F47li	0
X43VI8S5ESDfAD2g	2
IJGabB325DoThWqu	0
ssRK5R00fElhRDwf	0
r1WWpc0csvU2ushO	0
eBsgKl9QiecA4uPn	0
gxbfz02XU65VqYf7	0
e4aVW0OZQVMyprrd	0
Cigl6XeSiJ3St8YB	1
sGYYCLZ0DoDx2qw5	2
MHhIx48TUYaeJ0DY	0
CBcvx0hZTOgWtdCQ	2
Q0y3XBbbwMpG3GEb	0
zyDgL0tnBYVr042o	1
jqasvdckKHR8IZJE	0
Y00Zn1VjIeg5hjrZ	1
QsAGRTKa27aCLJuv	0
TBeqHFS5au97CKdi	1
jTfk4E4Yl9PcHowt	2
fhwzQ87idKjTeK8x	2
u0aO2mVBN7uAJB1Z	1
Ynts28CoTpEI3JMo	2
GfsT5mQv40g2vyty	0
1SDt7kD7cZBuwiwz	1
TANdORmxAj2hiKPj	2
YQYzJpQxalRON2n0	2
u1sTo0M7xXslbdzx	2
CIvFk3AWLimpPfko	0
up58VTqcn7KtpXDW	2
0sI1CsNhIPz0nOuC	1
HwMT9JdhRlPQrYbq	1
2UFxKvWxpZogbzv1	0
4f9T7EOWoKACQEX2	1
GN6VfN5XlqEmkC64	0
ksU62nijh28AcSTY	2
iqYP0BhJOprCzLSU	2
zjfe6e2c02vSWegG	1
UzGNch0Ez0jfRziE	2
k3tYXa4Gav74wxIJ	0
Wa5fJvUM2ehbakRY	0
fAkMi4yzTmxySmsE	2
saJt6X2lhZ65pk98	2
86kgngV7QPfpZC9H	0
so8OgGlYJArXZ6lW	2
r3zsc1en8WtEm5iS	0
ETt1nR5jggpFJp9T	0
MVcVgpnbEwsqgKxd	0
3NxnEvGPh7FRF2kp	0
OMy3nw8imNV1qqN5	2
wa6H7tSjmaCh2pgt	2
OkFSFCsJMKBLEQ7o	0
vWeRDs4w1KpD88tQ	1
Ijxo5aizhV8ja1sC	2
pHZvSQqrVZSpuDrK	2
YBmrQWBVo24t7xog	2
S3liGSwiIOMmNbUF	1
6THEo4KGIAOaBL7d	2
f8qlKyMpYksITHwZ	2
Cqyrr7p1BA9hJNjA	0
yLKnRlQmIMPQhper	2
KPd3WHpv5TDApsBx	2
JJgH0GiPW0tdDyhR	1
GyfytR2XWAJy81mu	1
qGlpyfeFLd3LshSQ	1
mUduFbYgP4CGm7zU	0
cqFUHBuJZdjJ3UP5	1
ZxUOTMFYIbRkMleg	2
htdfJeTx0xvlVK4N	2
FVwEBhyeUgrOLLVr	1
p0wTJnJHYge2HyAV	0
prLQcmbwOiv5MrYn	1
wMT96JHEl6iggn9P	1
h3IOhHj7SIU1SpJA	1
3E9qfR7PGggJhQiv	2
pdL3OLq97sArYgIF	0
hjHEDsRGEKKlA1Yt	1
QZfAmw3lQcZYqyH6	2
D0vuwFnFBi3htn5A	2
FZpWOxXNpjgv2d4c	2
VQdBjDgQ1qovEnN3	2
9T9aeUCJ0lkTWDum	1
59ymVBcSon3IyN3c	1
e0VJtc70n0kShTZA	2
FurFsat1mkn1VDxE	0
YjkhFDAZscCyEEt7	0
WDpM7TaPOakhsZPr	0
vAehmqFeGXj98wNP	0
L3SyrrnJli5vjqTx	0
b1nQ732F17L6xw2s	0
DD20VDSKElkHgtFB	0
S83VLgk9zC80FxjK	0
hq1oporGNtt61lTe	0
QFByHJ8WtHRjfJJt	2
oEpypUsDIOOVWf7Q	2
HrdcC0eG7Kpetrmp	2
aLZfLnfnWBsOJ5k8	1
IGL05pv6fn8x3cL6	1
SRRNT8O9GkX2wLuh	2
6jtAF004yYHgV7Ru	1
as8D3tkqxuh3kh3P	2
pYeIvJgUJ8fHDLAn	1
42ca1oGRf0DYdLEZ	1
4Hjz66A5aipSfYjv	0
TNjfz1nOw2t1dCqz	2
LyMOK6NV9K0y4mba	0
cf8OAzzLGAhU1bA1	0
KE6zrtnHJqAJcidj	2
UMEmauFwkN8oohVY	0
JiSiGHzUNJktF6pZ	0
pOClLTKEFhFFVkne	0
KPqgse3eutvz3ulA	1
3hPyqALVpFrpUxOm	0
IfAsHUCpFFG1SHck	0
zDJ4pj83uIcGpIuf	1
2a3tqck42UfaqYXt	2
uVSaHFAYcS5mlLfp	0
2tzBpk45YgolcbGI	1
PN4vL3hKLkZOCmaN	2
UbtXjQZdB9BiIe23	0
HPKEdsfGHZR3cDLA	1
v1m7ogEl5OVDlnvB	0
qqFYTB00cbC45HHm	2
KXNVTcH30WqQD8KK	2
K30jm5XBBqQrVhLc	0
6syCWsMPuCWrAije	0
lJcmQc3lbiPeyOND	0
fvBJ996QGk1cyyJG	2
UXJFp1fAkqHTnx8Q	2
PyiEMYcUbSBYG0eE	2
fui0ZgoGuxZJcPgK	0
cvFI9lNlepYrOcpf	2
x7ilwPpDdbl16jHS	2
wKPLSBqoDEg8cMns	0
aHVTWKhaXrVBNtnt	1
ekRu8NVpUCBUDaGw	2
YPtTrqGLGq9PKUdS	2
LaSodWnzdFDAn5vs	2
KaXxex77kqDpcRBz	2
6H8raF9F1Uo6Bga1	2
tQKPVAeaB2b2ulub	1
kuKEMqtLWG7rnFny	0
b2rxxEbe7nRMnO6C	0
rvZVwltNa8OYMGR7	2
PpXsuu7oR5TrZMlB	0
4BGi6MqX76uRG1Uy	2
1ak2kyYzypI4xpxT	1
QIuhOoB1jaNVQle0	2
oFZShZw4NqngoPAe	0
vMGbsWG7FKtKqtWA	2
sl5l7gGjS3quw7UN	0
L1ea9jIQS3xtXwbJ	2
cqeXuoCadXEuP3OR	1
EQKAxDIQz2rFCt0V	0
bK9novtcpdZ4zdbQ	0
kr46fVqzDF989dzq	1
HXvOMa5bGI8exJOJ	1
X7IKlq313UgmgABI	0
Xrn7ZMnaiBv6YX44	0
kyKA8UR3cG2eXx1o	2
wMNOlWHRhZUdKNng	2
TiUwFZzdqJplZTIk	0
8b754KONYSU1jEIE	2
z9YbYON4elNBmpjK	0
KM5TqPBq8GgC1QGP	0
xrzdlwkogFJIIE3q	0
3oJuNrSVjtLl56YJ	0
lMwYHgiov7Md3Ht4	0
jifrmr1JMTl6Bshx	2
zAuCFL7X5X8WnSRD	0
1CwRDivFGTh7JcWE	1
C18B7IhtMkrniWWA	1
6cC2s7QU40VY6gey	0
IJViZS7PSwfEyzOo	0
4J0ulyTgxO7bxD18	0
P4brPH3zw3CdBUYY	2
Zqb7YHSgnRBPoHJx	0
JWaDBlPPbVHy6ci3	2
ibhgDSSFekMTTR4N	2
Pk0FFb6L5YPWTDfV	2
HepRZPyFqHsHV9cv	1
ErwwlvqBjm0whcVb	0
mhKdrsdWT9skwogX	1
4Yis2tEPmThk6efh	1
Qgq9AM4GMlV78O2r	1
tY6oGVtRxCSUqQGS	0
EOPNu2D3X5EfVzBE	0
4BJ4sSicPfq6Pdn3	2
BxbIUrCI6vtWOJJG	1
YKq2i9mZrg8S1mld	0
aMpagpBJlhn2q28n	2
JbW9TxwpjP38Qdgo	1
vkGs3GCQc3nWo9DR	1
lEuMj6Gy6oSIW4eu	0
Mrg5upeNnHMAmFG0	0
28unKTIYHoz2ERZt	1
PQ0z9G1fw4jA4PXA	1
5eUBj3tdh528gLd9	1
JERyFZq9G88bGxTT	0
6Hp8pDajmZdMQ8XI	2
UVlZ2YJ7OlnY10xo	2
GtgsqMnLHUtNNkvU	2
VhTzyAkueDvDP0kX	0
UlmnMXCXal6WMp56	1
AnelHyOw9AOxzMCx	1
APqOnfHxApUgKI7A	2
G1CCyj8N57D7PHuw	2
DPojnFYEpRO3eqb3	1
ZpQNJzksx7VVwHRk	0
SMIAg7ubiV1bJpVB	1
r11x60piCT5eFpcX	0
ew0nH4yOWnDESXOU	0
Mgelzictsn3qCrSj	0
edLI0Z0iRRxCW45J	2
ofQIJ8i7aCQkrmpq	1
9BRRbPF4PkCawN9q	0
5nlOfRTACINof2uM	2
vRIh7H0UWQDPOOr9	1
JReZGjqg7PO31aFm	1
oeFSRLJC5yXv5NKR	0
Gj99Yy62Tj7DAIV8	2
SmhHBj5atUlzYemB	2
4cE8qyk0l1MohdQB	0
h7wsnNT2PnBiD3RE	1
852ol4ODWdaUsv7N	2
TVmsX8yKtKx7XTlp	1
uCEka5uLL10RSUl2	0
aEfcugn5HPnCYFQX	0
z6JeFMQlBf9GDxir	1
Xd2kkAnF1V3UUym6	2
J9tITXT9Cu3c7RWY	2
JzKTVIh7wN6WlocQ	1
tZCrymzXV9oSVtDt	1
AiNyOXqMvtIt3uqk	2
s1ricIi0TTGazQaI	1
hAoLLgzIm46X19Ho	2
RAAP719PeHnnbfjo	2
MZ1LvP60XAgUa7Ex	1
FQPI9MU3OBQ6B6ME	1
hhm8HE4zwuAvf3nQ	2
tRcnNi34liSO0QDX	1
NiCWUsRR1TrnFzK1	0
iJIxRTkuMWlvO4jN	0
hDXytL5vSrjODo7E	1
nARRSCiQakGvtVrE	2
GD6N1mOhrjGNNGlH	0
q6cyiDPMbiibxb4S	2
0EeYuCXzCDpjnaDD	0
8GzsRWk0CWvEVY9R	2
wuAvPP3LHzd7DnOH	0
yNzAKbZF5B9rF5IK	2
KjGwDDNdSkaGvjZx	2
p3QuAvOl1PZnmpZN	1
JKwqJaQyM2tKJF3U	0
cEcamIcgZXLSTgUd	1
EL5NN8FAvs4PmTlH	2
oInPNSHNVGthXCKV	2
felEhzRmgzg7E24q	0
lFOtDIQYtBscYuba	1
J2l7ORxXipB8i0eA	2
Ludq48gCzDiKtnmX	0
9N2umfRaR3lc1xL1	1
XnvytGlojkRCwvze	0
9Io3CpE7FNxOR7W6	2
Lym832KgBtNntuyZ	2
QxxAHITnijpYtYR9	0
ibTdiI2MaYB457gD	0
a4e1WKrxXgzbrPKH	1
E5miTFNVivtE78a1	2
ZTzYRjgdu6nog7By	1
cgAq4taAPcVdj0ms	1
Pc7Oa3k9eyXwWrqn	2
3rh3k8gah3hSVW66	0
gVd6jn5gRk2M1zKp	2
AjPZdNu11nctJ8Ld	2
nPMLKZkOShKlCny1	1
fKl9vKoVUpn81AeL	2
3BwUSJGyEsom5oIN	2
XOPEWfWKsrXLYTPO	1
xIcoZga8nQlbPgvK	0
VX0jHxcj7Gq1dEvg	2
ZIk5rXYofOl3lJzv	0
FdQREPc4uLGohTl0	0
eJGS0p5kHjVgBOk2	1
nQqihRt1VVQMmqpY	0
VRqBlcPjjCXApAHT	0
8o1G16OlormlkeAm	0
0ENoigDbYbNkJhuw	2
z1qmdU7S1YtYsuiD	1
6qUACqRkfuQhDxBh	0
PzN6IYEeGDVqogdE	0
rTbbIBs4JBjTaMsa	0
om92LZlAAnwG1VUI	0
r4P4Q0ZxUaqItudT	2
VNZezaYn9Lk8xMGC	2
kslGgtVvZkiWn8se	1
g9pNMPBKpobqiebF	2
SaC35KEgUZYSXnhM	0
8QFsL0njUdqwy7Oj	0
MkgBdtDNhptplyKG	2
pj9b7ASJBR3tVsFY	1
ZSRynzWWs0I26miy	2
9XVIhUaF9Spyw3g2	0
4zHsorpGWs3YaQMb	2
np02HChJx219wDz4	1
FEDUgsPZ2sHQJCXg	0
ZewQ9UwWbZ5HFmUr	2
jrWg2NLgKo8wl9tu	0
rQS2l4TQyKpY8QmO	0
mtz0h1Xx3mPic3Le	1
RpPSRIRJZfXK0Yf9	1
lViqD4CJeVD88xuN	1
VpIE0KU4GQ5O4iq0	1
1ZDrEFc20i8HMhTU	1
DB2rmEk1wDrzOMYE	0
JgvON0S6YBjMTriG	2
Ve7JTJF6MsGJ6XOR	2
u0H2dQjoEuang1nC	0
1rZDMKnIz2VxR8u5	0
5OmKrixsxqDsJeyO	1
yTiLNfZI6qdKDCtL	0
pF6bZPF04cn5vOvK	1
fgvA9aIJLCnJJb20	1
zbBNlkwC6x1lDcSL	0
ZG1AEG5gsgSW64E0	1
LvzZbQia6DwHW8d9	1
Jx18GXQQySAojj9l	0
JOYHS51GQzldoDRK	2
LCFgif6SdatL1pWu	0
yGthb6x3dZOObOFH	0
O16MMY0iNMVMrp08	2
qtxThg54bpoB5h1M	2
8UKw1oKaG5djEm2b	1
JX5wcUSp51HAUdsc	1
7k9M4Sk3jJhgrFPJ	1
wK3Bqj7GSZJLatJI	2
JTuqT8rcfCf5OOuw	2
WWOZkCMrZ6QHKFIo	1
MlCkgElhuE4ydj1E	0
UWsv5ZVqq33IWIIQ	1
3co9YqlQCldcokM5	2
XJMDTmXGOhyzFeBY	0
oVLkve0eZL4lwf3c	0
Mkaatf1DiEowf9lo	2
fH33g9Zpd60yGldR	2
ie7ZmZY6QSGg8c3e	0
Wio1nAd317Mn6OUA	0
nA0yxL160owYtcLP	1
vLykpLpPXqjdCbMV	2
sewdu6dfM2xUALOc	0
ryqu8E1kBvoYCZlb	1
5o5ObCYDhIuWXRWR	0
fhGneg9kKBV6jNbI	1
to4REyfO65nRtwoA	1
Hszh3fWaeMAYaGIJ	2
lLn2ZAjnsgsFpOvh	1
0kfggEdUvSVFkYfk	1
mcrsZXfqOr6U7t2u	2
ej2zakqHsPherB59	0
bBzZ3DDwXBadvE2v	0
ZZeip3ue2xT0y9eM	2
csMavGuCspiKRuJ8	0
8ursD2f3cU3r12Og	0
oSu1q2M0aaFi0lGH	2
RGRiywzMYYubhrSk	2
yGXlMyk2biAHOi4x	0
JaEJ0SEkPOsZuTPV	1
Wyt0t7gkN9v5URpQ	0
L9mMS0Bt9nTm2LPi	0
9vgi1Pxt35Wmu4hR	1
249jYWOEoMKIIgi4	2
1lMF25bEs9n4BQ9g	2
e4gC1JyVf6Y0awC8	2
Ob0hBnQAO10vv0HN	0
wfe0WyghKbj5qUNr	0
dZPS0bsWwYsIsaLB	0
aQd8fB9QAGF0LrL0	2
0Ga2qb261nCyUxiI	2
J4GApIU5WvVCAVkO	1
69QnOodwuaDgVTel	0
oDOGR0ZHQyswZm7v	2
31KX1lw1Z1wdUiNz	0
XGapkVqeb0SGce68	1
rziorPW7tgHFsgGl	0
dYsjwdpVCoTV3kgt	1
7P4HcY7ix3TaRY2H	2
80p2G1AwJpylX2ZI	0
P3XjdhwMTdRk5gR7	2
hzaiWioyWY6ZtmQd	2
uRkvCfvMvNrXOVnr	1
ShgU6aWkDfYTB3oQ	0
yJjv64l4lMVvcYjZ	2
zZ2AsN5udKxHXwLP	1
4GHkU7OTMeYPipRD	1
DKhfCualII2WY0Dx	2
aCLejEamJxmfXhJE	2
EuwxLpp09aBpyNl6	1
Q8YVK48DyngL4dV1	0
N2b3rD9t52AucyYP	0
g6bZyJhpb6WAMpNB	0
BWIrFqQUqGdnG25q	2
d8l8djD6R4JoSRIj	1
5imT7VydIaXfSFoC	0
coe4gf3wyeQrLkzu	1
LxvighD0NTSizc7W	0
rO7QQubeFxr5ocFq	0
rDNBryDfBhMDaGKV	2
5krB88gNzBQakP6w	2
ukX3B2x4igEFQNqN	2
1XSzH7TeL0bcVO7g	1
iTzwlMmPlSUynsTN	2
OehCL2sPE94c5Kfg	1
h3ydPiRFFEjSqN5r	0
kKpWSiXodX4GFkom	1
Bqt5Lyv9awerRp9h	1
YwxUUFnkwNLUivB4	2
VR9Z39goU6DoYPuK	1
2W9qNlGff11BD5ZH	2
oFrruxpu2i5TmGLH	0
vpHeKkUihglAyhf4	0
qOPbmSA0lqkAmvjr	2
quYEMFLRqPi1dMl7	2
ikWgDKPC1IsvkWMx	1
j5aE1pN9lcBss7Lb	1
RUdmakuJFdiXS5JB	2
HatLsfPPtn4xghCS	2
OTPS2pBtCOl8Afm1	0
ZpFSKTyMLPwBPMSd	1
6ljNZFEXFusHifBl	1
d6QHgfg3l2Lqn3H6	2
i9mZ3846bg08JANf	1
4SfJ5aybHNM96tbS	2
62NjwVOOBFclQ7on	2
EIL1Orn5k6jZtKDw	1
nLIt0lhVRNpqg4p0	0
BIUIrWIfX1IVlTc3	2
qSAk0SIYgMGY3PJE	2
jos3R1YESnc6pNYH	0
gYyoR0VoTvIFzDtV	2
AnUGvHtC4DljKBOQ	1
42vSnSkAawNwb75M	0
x2SRlCAk06TpV9YI	2
SltoTA8DHBQvUSaN	2
Tq0ff4tgNL12OAi4	2
iGMrH4b83jJ5Zghy	2
6fwbI9lh8iCSvGBa	0
Ca3iM1hKxqbmM6bb	2
y0Hu84vgNDUzykFH	0
wDLQfZKQmdDDUdXT	2
9sJDHs79tze20GHE	2
Urg9VYhOe4B4jmKZ	1
77jKfks41q88pnk5	2
GXkGV0vtpy5FJboY	2
YJrtjtoZCmJ3Re93	1
a7K0dUPFGxwqm4oP	1
UxhNwHPU9KeVG41K	2
d6q1ieAV2gcOgPdN	1
BTTIu3245wgaGs0G	0
UdSnKqjw9EeZlmKE	1
08Ou0VLkq81samHW	0
T4AOaA381fy4fOXg	2
pTI5ndH19gzDLG1Y	2
htBNm4TatOEaCF6C	2
TRz65wcG79KSl2zf	0
vRQSAevQJjnR1xZT	0
BpTF73y8pKbh4Nmo	2
x605KCEQ1VfS6pFx	0
jnZkoOi97xCQ2RjB	1
zp6Zj58I3vsNnQBz	1
S8EpeuDPqcyFDFx7	2
mlK8e5zKVrUKW40C	0
lyBaPMYi1KkaZPDi	2
ejThle0EpkmBC4sy	2
2XRSB8iv75pJuUF9	0
LqS9l2LWhViMDQTE	2
yQLSvXZgJha9T5lq	2
bdHrZbamBv6f0UZx	0
FsotkVptDjIgtqVW	2
SuD6NuyZN6xoer7F	0
HacaQHdCDuTw0oyZ	0
PVuty9hbcjlzgMI8	1
fbwpZ7JNX5u1mHH3	1
LAPBK5byxRDkJocq	0
uEmG2NmEjiy5HCsg	2
D3eO0LxFO5a3BEr4	2
s4EKCuRx9lWoseFV	2
NruEFvKRlW8zJUjE	1
Qg3Z2pb4VDqVAAmo	0
sMz8UHVVB0WZJBhE	0
TIOxtJBFUKEjOcX3	2
l3zRbsqM4rxoBaFx	1
1QGOq46qExBNr8S4	1
qcJXFqimwCNw9Myo	1
dN9SwaCuGzsf9PBv	2
78jSlUXADuqqqfXu	2
Jz8hjqP8CMtKE36j	2
jqjMdInCkF15aqV8	2
LsouunmxdYXbX1QO	1
7S6LDB5yhty7re7k	1
PAD10Yaiki8jOfJI	1
gILBtQHQBTc0Erob	0
emw8JJmbV45tjVwB	0
rLjY4KgUl5929YvQ	1
pUhXIDDlJvldlu9y	1
